Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Total_Duration,Engagement_Score,Bounce_Exit_Ratio,Returning_Visitor_Flag
3,76.5,2,66.0,16,0.014736842,0.0,0.0,May,3,2,1,3,Returning_Visitor,1,0,457.8666667,0.0,0.0,1
1,35.0,1,49.5,11,0.020512821,32.946,0.2,May,2,2,4,4,Returning_Visitor,0,1,1548.5,362.40599999999995,0.0,1
0,0.0,2,236.0,66,0.006153846,143.2115385,0.0,May,2,4,3,3,Returning_Visitor,1,1,1719.55,9451.961540999999,0.0,1
1,7.0,1,97.0,53,0.016751935,32.68969091,0.0,May,1,1,3,4,Returning_Visitor,0,0,2351.608298,1732.5536182300002,0.28771087711885907,1
0,0.0,0,0.0,19,0.011111111,0.0,0.0,May,1,1,1,2,Returning_Visitor,0,0,950.0,0.0,0.0,1
15,161.764411,7,227.25,104,0.036927442,3.431210317,0.0,May,3,2,1,2,Returning_Visitor,1,0,6643.434533000001,356.84587296800004,0.7579578951200572,1
0,0.0,0,0.0,1,0.2,0.0,0.0,May,1,1,8,1,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,3,0.066666667,0.0,0.0,May,2,2,1,4,Returning_Visitor,1,0,29.0,0.0,0.0,1
1,5.0,0,0.0,7,0.028571429,0.0,0.0,May,1,1,3,3,Returning_Visitor,0,0,233.0,0.0,0.0,1
0,0.0,0,0.0,2,0.05,0.0,0.0,May,3,2,1,13,Returning_Visitor,0,0,205.0,0.0,0.0,1
1,25.0,0,0.0,35,0.002941176,13.07329412,0.0,May,2,2,6,4,Returning_Visitor,1,1,1595.5,457.5652942,0.0,1
0,0.0,1,0.0,14,0.16875,0.0,0.6,May,3,2,1,13,Returning_Visitor,0,0,101.0,0.0,0.7773171453953214,1
2,36.5,0,0.0,11,0.014219114,0.0,0.0,May,3,2,9,4,Returning_Visitor,1,0,332.4,0.0,0.0,1
2,145.0,0,0.0,7,0.0125,0.0,0.0,May,3,2,4,1,Returning_Visitor,0,0,341.5,0.0,0.0,1
1,13.0,0,0.0,15,0.013333333,33.9612,0.0,May,3,2,1,6,Returning_Visitor,0,1,537.5,509.41799999999995,0.0,1
0,0.0,0,0.0,2,0.2,0.0,0.0,May,1,1,1,1,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,6,451.5,28,0.017647059,0.0,0.0,May,3,2,4,1,Returning_Visitor,1,0,1125.9345238,0.0,0.3314550878542749,1
3,80.0,0,0.0,32,0.023529412,51.11722549,0.0,May,2,2,1,1,Returning_Visitor,0,0,1011.5,1635.75121568,0.3734129736279515,1
7,75.84615385,4,246.3333333,16,0.029027611,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,0,995.05897435,0.0,0.7356789748393715,1
0,0.0,0,0.0,5,0.2,0.0,0.6,May,3,2,8,13,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
7,164.5,0,0.0,73,0.026472431,4.25425,0.0,May,2,2,5,1,Returning_Visitor,0,0,3186.978571,310.56025,0.09903418321041083,1
4,309.0,0,0.0,27,0.007407407,44.47733333,0.0,May,1,1,1,4,New_Visitor,0,1,1186.5,1200.88799991,0.0,0
0,0.0,1,416.0,20,0.038095238,0.0,0.0,May,2,2,3,6,Returning_Visitor,0,0,828.8333333,0.0,0.49869093628896877,1
3,47.0,0,0.0,22,0.030666667,0.0,0.0,May,3,2,3,11,Returning_Visitor,0,0,533.5,0.0,0.0,1
0,0.0,1,51.0,29,0.010344828,25.90331034,0.0,May,4,2,1,4,New_Visitor,0,1,1276.5,751.19599986,0.0,0
0,0.0,0,0.0,1,0.2,0.0,0.0,May,1,1,6,1,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,2,0.2,0.0,0.6,May,3,2,6,13,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
12,240.2,0,0.0,90,0.014387171,1.722164948,0.0,May,2,4,1,4,Returning_Visitor,0,0,1462.053846,154.99484532,0.14232288691836384,1
0,0.0,0,0.0,14,0.173809524,0.0,0.6,May,3,2,6,13,Returning_Visitor,0,0,258.0,0.0,0.94466197262434,1
0,0.0,0,0.0,30,0.066781609,0.0,0.0,May,3,2,2,4,Returning_Visitor,0,0,1370.833333,0.0,0.6301522141908996,1
0,0.0,0,0.0,15,0.073333333,0.0,0.0,May,2,5,1,3,Returning_Visitor,0,0,1652.0,0.0,0.5447117591680062,1
2,123.0,0,0.0,6,0.023809524,0.0,0.0,May,3,2,1,1,Returning_Visitor,1,0,301.3333333,0.0,0.0,1
0,0.0,0,0.0,43,0.035271318,0.0,0.6,May,2,2,1,4,Returning_Visitor,0,0,1146.5,0.0,0.19724297522642495,1
2,29.33333333,0,0.0,98,0.014160401,16.04860714,0.0,May,3,2,3,13,Returning_Visitor,0,1,2710.16190433,1572.7634997200003,0.6439982297833,1
1,47.0,0,0.0,11,0.025,0.0,0.0,May,3,2,1,3,New_Visitor,0,0,244.5,0.0,0.0,0
5,152.875,2,81.0,46,0.014873664,21.02481633,0.2,May,3,2,4,1,Returning_Visitor,0,0,2529.057143,967.14155118,0.2725874575521396,1
0,0.0,0,0.0,1,0.2,0.0,0.4,May,3,2,1,1,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,17,0.02745098,0.0,0.8,May,1,1,3,2,Returning_Visitor,0,0,248.9,0.0,0.0,1
0,0.0,0,0.0,2,0.1,0.0,0.0,May,1,1,8,1,Returning_Visitor,0,0,44.0,0.0,0.0,1
0,0.0,0,0.0,44,0.017829457,7.529302326,0.0,May,2,2,1,6,Returning_Visitor,0,0,1151.116667,331.289302344,0.0,1
1,10.0,1,0.0,28,0.044827586,0.0,0.4,May,2,2,1,2,Returning_Visitor,0,0,840.0,0.0,0.3070074363666011,1
0,0.0,0,0.0,15,0.05,0.0,0.6,May,2,2,6,13,Returning_Visitor,0,0,125.25,0.0,0.499001996007984,1
0,0.0,0,0.0,3,0.066666667,0.0,0.0,May,2,2,9,3,Returning_Visitor,0,0,17.0,0.0,0.0,1
4,96.5,0,0.0,42,0.01124031,35.2339845,0.0,May,2,2,4,2,Returning_Visitor,0,0,2268.833333,1479.827349,0.0,1
3,44.0,4,1636.0,49,0.029444444,6.165,0.8,May,2,2,2,4,Returning_Visitor,0,1,6625.083333,302.085,0.3134010238947127,1
0,0.0,0,0.0,21,0.075238095,0.0,0.8,May,2,5,4,2,Returning_Visitor,0,0,358.25,0.0,0.5056570384478131,1
1,35.0,0,0.0,13,0.016666667,0.0,0.0,May,1,1,5,4,Returning_Visitor,0,0,268.1666667,0.0,0.0,1
0,0.0,0,0.0,20,0.0075,31.1904,0.6,May,2,2,1,4,New_Visitor,0,1,528.0,623.808,0.0,0
5,72.5,0,0.0,16,0.026315789,0.0,0.0,May,2,4,1,2,Returning_Visitor,1,0,1227.266667,0.0,0.19924288462479772,1
1,38.0,1,16.0,30,0.027333333,0.0,0.0,May,3,2,2,13,Returning_Visitor,0,0,1576.816667,0.0,0.9720534869022295,1
0,0.0,0,0.0,13,0.006060606,0.0,0.0,May,2,2,6,2,New_Visitor,1,0,468.1666667,0.0,0.0,0
0,0.0,0,0.0,15,0.015384615,0.0,0.0,May,2,6,6,1,Returning_Visitor,0,0,432.5,0.0,0.0,1
3,76.75,1,0.0,36,0.015262515,18.99269231,0.0,May,2,2,1,2,Returning_Visitor,0,0,1177.666667,683.73692316,0.5007193158151514,1
0,0.0,0,0.0,33,0.059803922,0.0,0.8,May,3,2,3,13,Returning_Visitor,0,0,663.2333333,0.0,0.44188405560490673,1
2,353.0,0,0.0,24,0.025357143,0.0,0.0,May,2,2,3,6,Returning_Visitor,0,0,3227.083333,0.0,0.9820426431984141,1
15,275.9104437,6,606.75,47,0.019090804,9.417272131,0.0,May,3,2,4,6,Returning_Visitor,1,0,2696.5250537,442.61179015700003,0.38440541626082997,1
4,104.5,4,261.8333333,13,0.028759666,0.0,0.0,May,3,2,1,2,Returning_Visitor,1,0,581.0255411,0.0,1.1550145105629428,1
0,0.0,0,0.0,2,0.1,0.0,0.0,May,2,2,1,3,Returning_Visitor,0,0,28.0,0.0,0.0,1
3,134.0,0,0.0,5,0.025,0.0,0.0,May,2,2,7,2,Returning_Visitor,1,0,212.5,0.0,0.0,1
0,0.0,0,0.0,28,0.021428571,0.0,1.0,May,2,4,4,1,Returning_Visitor,1,0,534.5833333,0.0,0.0,1
0,0.0,0,0.0,10,0.08,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,0,262.6666667,0.0,0.24968789013732834,1
6,43.1,0,0.0,56,0.055331772,4.163259563,0.2,May,3,2,4,4,Returning_Visitor,0,0,1099.25,233.14253552800002,0.47811446475137037,1
8,119.0,0,0.0,31,0.003921569,12.63441176,0.0,May,2,4,1,3,New_Visitor,0,1,1392.875,391.66676456000005,0.0,0
0,0.0,2,66.0,27,0.014367816,0.0,0.0,May,4,2,1,2,Returning_Visitor,1,0,941.5,0.0,0.0,1
0,0.0,0,0.0,1,0.2,0.0,0.0,May,3,2,8,4,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
4,38.5,1,308.0,14,0.021875,0.0,0.0,May,2,2,2,13,Returning_Visitor,1,0,928.5,0.0,0.0,1
0,0.0,0,0.0,13,0.2,0.0,0.8,May,3,2,2,6,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
2,16.66666667,0,0.0,9,0.122222222,0.0,0.2,May,1,1,4,15,Returning_Visitor,0,0,80.33333334,0.0,0.726678174632897,1
0,0.0,0,0.0,1,0.2,0.0,0.0,May,1,1,1,1,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,22,0.109090909,0.0,0.8,May,2,2,1,13,Returning_Visitor,0,0,1443.25,0.0,0.5827991046397462,1
2,18.0,4,15.0,30,0.04,0.0,0.0,May,2,2,1,4,Returning_Visitor,0,0,602.1190476,0.0,0.0,1
3,231.0,0,0.0,16,0.02745098,0.0,0.2,May,1,1,1,3,Returning_Visitor,0,0,617.4444444000001,0.0,0.0,1
0,0.0,0,0.0,13,0.005128205,0.0,1.0,May,3,2,5,1,Returning_Visitor,1,0,399.5,0.0,0.0,1
1,24.0,0,0.0,10,0.011111111,0.0,0.0,May,2,4,3,3,New_Visitor,0,0,262.5,0.0,0.0,0
0,0.0,0,0.0,3,0.133333333,0.0,0.0,May,2,2,1,3,Returning_Visitor,0,0,17.0,0.0,0.49962528478547413,1
1,0.0,0,0.0,0,0.2,0.0,0.0,May,3,2,6,5,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,1,0.2,0.0,1.0,May,1,1,4,1,Returning_Visitor,1,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,2,0.1,0.0,0.0,May,1,2,1,6,Returning_Visitor,0,0,59.0,0.0,0.0,1
4,92.25,1,0.0,47,0.025596405,8.011553351,0.4,May,2,2,1,2,Returning_Visitor,0,1,1598.470833,376.543007497,0.0,1
7,145.0,0,0.0,7,0.013333333,0.0,0.0,May,2,2,1,4,New_Visitor,0,0,241.0,0.0,0.0,0
4,155.5,0,0.0,20,0.008695652,0.0,0.0,May,4,1,1,4,New_Visitor,0,0,744.4,0.0,0.0,0
7,135.9166667,0,0.0,43,0.026231884,4.242688406,0.0,May,1,1,3,3,Returning_Visitor,1,0,1855.3333337,182.435601458,0.16511640412816644,1
0,0.0,0,0.0,4,0.15,0.0,0.4,May,2,2,1,2,Returning_Visitor,0,0,41.0,0.0,0.6662225183211193,1
0,0.0,1,257.0,31,0.048125,22.62989583,0.4,May,2,2,2,11,Returning_Visitor,0,1,2163.8,701.52677073,0.3888024883359253,1
0,0.0,0,0.0,10,0.02,0.0,0.0,May,2,2,5,2,Returning_Visitor,0,0,262.5,0.0,0.0,1
5,119.15,0,0.0,17,0.007407407,0.0,0.0,May,3,2,3,2,Returning_Visitor,0,0,576.3833333,0.0,0.0,1
0,0.0,0,0.0,1,0.2,0.0,0.0,May,3,2,3,15,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,6,0.013333333,0.0,0.0,May,3,2,3,2,New_Visitor,1,0,227.3333333,0.0,0.0,0
0,0.0,0,0.0,2,0.1,0.0,0.0,May,2,2,1,13,Returning_Visitor,1,0,0.0,0.0,0.0,1
8,123.0,0,0.0,8,0.027272727,0.0,0.4,May,1,1,5,2,New_Visitor,0,0,218.0,0.0,0.33211557620839166,0
4,59.0,0,0.0,8,0.008333333,0.0,0.0,May,4,2,1,6,Returning_Visitor,0,0,576.5,0.0,0.0,1
4,107.5333333,2,298.0,16,0.014705882,0.0,0.0,May,3,2,6,13,Returning_Visitor,0,0,975.8666666,0.0,0.7945967690408448,1
3,84.0,0,0.0,15,0.016666667,0.0,0.6,May,1,1,3,2,New_Visitor,0,0,267.09523809999996,0.0,0.0,0
0,0.0,0,0.0,10,0.056666667,0.0,0.6,May,1,1,1,3,Returning_Visitor,0,0,366.0,0.0,0.35231943422008555,1
0,0.0,0,0.0,3,0.155555556,0.0,0.4,May,2,4,1,6,Returning_Visitor,0,0,133.5,0.0,0.6424441412165205,1
0,0.0,0,0.0,1,0.2,0.0,0.6,May,3,2,1,13,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,25,0.022666667,0.0,0.4,May,2,2,1,13,Returning_Visitor,0,0,280.9333333,0.0,0.0,1
0,0.0,0,0.0,4,0.05,0.0,0.0,May,2,2,2,1,Returning_Visitor,0,0,44.0,0.0,0.0,1
0,0.0,0,0.0,9,0.048148148,0.0,0.0,May,2,4,3,4,Returning_Visitor,0,0,265.6,0.0,0.4605818652355319,1
0,0.0,0,0.0,1,0.2,0.0,0.0,May,4,1,1,5,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
4,124.0,0,0.0,3,0.033333333,0.0,0.0,May,2,6,4,1,Returning_Visitor,0,0,289.0,0.0,0.0,1
0,0.0,0,0.0,5,0.1,0.0,0.0,May,3,2,3,3,Returning_Visitor,1,0,109.0,0.0,0.7992007992007991,1
2,61.16666667,0,0.0,47,0.025,32.799375,0.0,May,2,4,6,4,Returning_Visitor,0,1,962.41666667,1541.5706249999998,0.33200529880478086,1
2,39.5,1,161.0,34,0.021212121,23.60518919,0.2,May,2,2,8,4,Returning_Visitor,0,1,1606.709524,802.57643246,0.5072611496528197,1
0,0.0,1,33.0,25,0.012937063,0.0,0.0,May,1,2,1,1,Returning_Visitor,0,0,1005.25,0.0,1.4750844572891917,1
0,0.0,0,0.0,34,0.01875,0.0,0.0,May,2,2,1,3,Returning_Visitor,0,0,965.8333333,0.0,0.0,1
0,0.0,0,0.0,2,0.2,0.0,0.4,May,1,1,3,3,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,5,0.04,0.0,0.0,May,3,2,8,1,Returning_Visitor,0,0,214.0,0.0,0.0,1
0,0.0,0,0.0,7,0.033333333,0.0,0.2,May,2,2,7,1,Returning_Visitor,0,0,267.0,0.0,0.0,1
8,217.0,2,281.5,5,0.014285714,0.0,0.0,May,2,2,3,2,Returning_Visitor,0,0,734.6666667,0.0,0.0,1
1,80.0,2,48.0,25,0.007692308,0.0,0.0,May,1,1,4,2,New_Visitor,1,0,1007.6666667,0.0,0.0,0
0,0.0,0,0.0,6,0.016666667,0.0,0.0,May,2,2,2,11,Returning_Visitor,0,0,1044.0,0.0,0.0,1
6,124.5,5,132.8333333,45,0.010111111,0.0,0.0,May,2,5,2,2,Returning_Visitor,0,0,1158.425,0.0,0.3917301457206762,1
3,277.6666667,1,32.0,32,0.017195767,0.0,0.0,May,3,2,8,2,Returning_Visitor,0,0,1980.9240597,0.0,0.3212089987104937,1
8,398.7,0,0.0,50,0.01047619,19.78135119,0.4,May,2,2,2,4,Returning_Visitor,0,0,1882.066667,989.0675594999999,0.0,1
0,0.0,0,0.0,19,0.055119048,0.0,0.0,May,2,2,1,13,Returning_Visitor,1,0,5538.916667,0.0,0.43463262894354865,1
1,56.0,0,0.0,11,0.018181818,0.0,0.0,May,2,2,2,4,New_Visitor,1,0,247.0,0.0,0.0,0
1,29.0,0,0.0,20,0.020634921,0.0,0.4,May,3,2,1,2,Returning_Visitor,0,0,480.9333333,0.0,0.6889688173878261,1
0,0.0,0,0.0,10,0.01,0.0,0.4,May,2,2,1,4,Returning_Visitor,0,0,224.0,0.0,0.0,1
5,147.75,0,0.0,44,0.023404255,0.0,0.0,May,2,2,4,3,Returning_Visitor,0,0,818.05,0.0,0.5431338708672111,1
0,0.0,0,0.0,5,0.173333333,0.0,0.4,May,1,1,1,3,Returning_Visitor,0,0,210.0,0.0,0.9225446875313179,1
0,0.0,0,0.0,19,0.024814815,0.0,0.6,May,1,1,8,1,Returning_Visitor,0,0,900.9166667,0.0,1.1149100645539611,1
4,149.5,3,56.5,10,0.013333333,0.0,0.0,May,3,2,8,2,Returning_Visitor,0,0,574.0,0.0,0.0,1
0,0.0,1,0.0,0,0.2,0.0,1.0,May,1,1,3,3,Returning_Visitor,1,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,9,0.077777778,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,0,216.0,0.0,0.8560422332542666,1
2,13.5,0,0.0,23,0.054666667,0.0,0.8,May,2,2,1,2,Returning_Visitor,0,0,1593.666667,0.0,0.4382227605707683,1
0,0.0,0,0.0,40,0.020277778,0.0,0.8,May,2,10,1,3,Returning_Visitor,0,0,587.6911765,0.0,0.24536531902546,1
3,42.33333333,0,0.0,64,0.020580808,6.221045455,0.6,May,2,2,2,4,Returning_Visitor,0,1,2513.7251083300002,398.14690912,0.2686334112284201,1
0,0.0,0,0.0,23,0.035507246,0.0,0.8,May,2,2,7,1,Returning_Visitor,0,0,502.4666667,0.0,0.0,1
0,0.0,0,0.0,7,0.041666667,0.0,0.2,May,2,2,2,6,Returning_Visitor,0,0,317.0,0.0,0.5985634429484162,1
0,0.0,0,0.0,65,0.023003663,2.7412,0.0,May,2,4,2,1,Returning_Visitor,0,0,3864.428571,178.178,0.2663580229680462,1
6,34.0,0,0.0,69,0.003553372,0.0,0.0,May,2,2,3,2,Returning_Visitor,0,0,2490.297619,0.0,0.38552082842918817,1
7,200.5,0,0.0,66,0.009652076,2.208494444,0.0,May,2,2,1,1,Returning_Visitor,0,0,2856.683333,145.76063330399998,0.09494655291857856,1
4,85.0,0,0.0,19,0.035,0.0,0.0,May,2,2,1,2,Returning_Visitor,0,0,684.0,0.0,0.4273504273504273,1
7,424.1666667,0,0.0,13,0.0125,0.0,0.0,May,2,4,4,4,Returning_Visitor,0,0,1636.1666667,0.0,0.0,1
0,0.0,0,0.0,3,0.066666667,65.988,0.0,May,2,2,1,11,Returning_Visitor,0,1,127.0,197.964,0.0,1
0,0.0,0,0.0,9,0.2,0.0,0.8,May,2,2,4,13,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,10,0.024,0.0,0.0,May,2,6,2,2,Returning_Visitor,0,0,173.25,0.0,0.0,1
3,65.16666667,2,16.0,23,0.016666667,5.4945,0.0,May,1,8,2,11,Returning_Visitor,1,1,680.4999999700001,126.3735,0.49701786288234867,1
0,0.0,0,0.0,48,0.019583333,0.0,0.0,May,4,1,1,4,Returning_Visitor,0,0,2215.866667,0.0,0.0529212710062874,1
10,220.0,2,88.0,77,0.015,7.668639535,0.0,May,2,2,3,4,Returning_Visitor,0,0,5592.765079,590.485244195,0.0,1
0,0.0,0,0.0,17,0.051960784,0.0,1.0,May,3,2,4,4,Returning_Visitor,1,0,433.1333333,0.0,0.4519603853833626,1
6,389.75,3,545.0,65,0.034671498,13.66158824,1.0,May,2,10,2,1,Returning_Visitor,1,0,2625.540351,888.0032356,0.421116657096568,1
8,462.0,1,57.0,63,0.023447941,0.0,0.0,May,3,2,5,1,Returning_Visitor,0,0,2140.152083,0.0,0.32666584309855373,1
0,0.0,0,0.0,13,0.016666667,0.0,0.0,May,3,2,4,13,Returning_Visitor,0,0,454.5,0.0,0.0,1
0,0.0,0,0.0,14,0.042857143,0.0,0.4,May,2,2,1,1,Returning_Visitor,0,0,197.5,0.0,0.49883603758285316,1
2,37.0,0,0.0,29,0.065517241,0.0,0.2,May,2,7,3,4,Returning_Visitor,0,0,948.5,0.0,0.35034246563338434,1
0,0.0,0,0.0,10,0.066666667,0.0,0.6,May,2,2,1,3,Returning_Visitor,0,0,196.5,0.0,0.6656681544399992,1
2,28.0,0,0.0,7,0.02,0.0,1.0,May,1,1,1,5,New_Visitor,1,0,143.6666667,0.0,0.0,0
5,118.7,1,26.0,41,0.05837037,0.0,1.0,May,3,2,7,3,Returning_Visitor,1,0,1163.993939,0.0,0.8462659121192495,1
0,0.0,0,0.0,53,0.036298293,0.0,1.0,May,2,2,7,3,Returning_Visitor,1,0,715.5,0.0,0.6220486493693536,1
0,0.0,0,0.0,150,0.006061121,0.0,0.6,May,2,2,5,6,Returning_Visitor,0,0,3147.584294,0.0,0.9004291589144248,1
0,0.0,0,0.0,11,0.022222222,0.0,0.0,May,3,2,6,5,Returning_Visitor,0,0,321.9583333,0.0,0.0,1
3,9.0,0,0.0,22,0.031818182,0.0,0.0,May,2,4,4,3,Returning_Visitor,0,0,178.5,0.0,0.2848191353755674,1
2,89.75,1,89.0,49,0.01954189,8.979934615,0.8,May,1,1,4,2,Returning_Visitor,0,0,2283.0614,440.016796135,0.4895346119950779,1
0,0.0,0,0.0,12,0.018181818,86.388,0.0,May,2,2,6,2,New_Visitor,1,1,499.0,1036.656,0.0,0
0,0.0,0,0.0,9,0.044444444,0.0,0.8,May,2,4,9,2,Returning_Visitor,0,0,120.0,0.0,0.0,1
9,281.75,2,144.5,116,0.011083789,4.947766276,0.8,May,6,2,2,3,Returning_Visitor,0,0,7435.345996,573.940888016,0.0,1
10,513.5535714,9,186.0,105,0.050212934,2.579064935,0.0,May,3,2,2,11,Returning_Visitor,1,0,9403.9259764,270.801818175,0.5219434032608792,1
1,0.0,0,0.0,1,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,1,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,42,0.051219512,0.0,0.2,May,2,10,7,1,Returning_Visitor,0,0,2058.25,0.0,0.4118942323535734,1
0,0.0,0,0.0,1,0.2,0.0,0.4,May,2,2,1,3,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
4,69.0,1,0.0,19,0.049122807,22.32934737,0.0,May,2,2,1,3,Returning_Visitor,1,1,649.5,424.25760003,0.213850380373472,1
0,0.0,0,0.0,1,0.2,0.0,0.0,May,3,2,3,15,Returning_Visitor,1,0,0.0,0.0,0.9995002498750625,1
3,131.75,0,0.0,52,0.01918951,0.0,0.0,May,1,1,5,1,Returning_Visitor,0,0,1833.607143,0.0,0.16589327567159562,1
4,15.5,0,0.0,15,0.045,0.0,0.8,May,4,1,3,2,Returning_Visitor,0,0,328.2,0.0,0.22172949002217296,1
0,0.0,0,0.0,2,0.2,0.0,0.0,May,2,2,2,3,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
1,4.0,0,0.0,9,0.044444444,0.0,0.2,May,3,2,2,19,Returning_Visitor,0,0,499.0,0.0,0.4988775255562736,1
0,0.0,0,0.0,6,0.05,0.0,0.4,May,2,2,6,4,Returning_Visitor,0,0,202.0,0.0,0.665335988023952,1
1,4.5,0,0.0,39,0.0125,33.6501,0.0,May,2,2,3,2,Returning_Visitor,0,0,912.8333333,1312.3539,0.0,1
0,0.0,0,0.0,30,0.073333333,0.0,0.0,May,2,2,7,6,Returning_Visitor,0,0,480.5,0.0,0.4539264614340738,1
11,143.8333333,3,404.5833333,58,0.016111111,2.568454762,0.0,May,2,2,2,3,Returning_Visitor,0,0,4022.2738096000003,148.970376196,0.3524919421006987,1
0,0.0,0,0.0,5,0.04,0.0,0.0,May,2,2,6,13,Returning_Visitor,0,0,277.0,0.0,0.0,1
0,0.0,0,0.0,5,0.133333333,0.0,0.0,May,1,1,1,1,Returning_Visitor,0,0,226.0,0.0,0.6495128694716785,1
0,0.0,0,0.0,5,0.1,0.0,0.8,May,2,2,1,4,Returning_Visitor,0,0,138.0,0.0,0.19980019980019978,1
0,0.0,0,0.0,8,0.075,0.0,0.8,May,2,2,6,13,Returning_Visitor,0,0,59.0,0.0,0.0,1
0,0.0,0,0.0,1,0.2,0.0,0.0,May,2,2,4,3,New_Visitor,0,0,0.0,0.0,0.9995002498750625,0
1,3.0,0,0.0,19,0.070588235,0.0,0.0,May,3,2,1,6,Returning_Visitor,0,0,276.0,0.0,0.49929267578968406,1
0,0.0,0,0.0,10,0.2,0.0,0.8,May,3,2,2,13,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,16,0.01875,0.0,0.0,May,2,2,2,1,Returning_Visitor,0,0,360.0,0.0,0.0,1
0,0.0,0,0.0,2,0.1,0.0,0.0,May,3,2,3,4,Returning_Visitor,0,0,40.0,0.0,0.0,1
0,0.0,2,28.0,1,0.133333333,0.0,0.6,May,2,2,8,3,Returning_Visitor,0,0,28.0,0.0,0.49962528478547413,1
0,0.0,0,0.0,27,0.007407407,0.0,0.0,May,4,2,2,2,Returning_Visitor,0,0,1547.5,0.0,0.0,1
2,37.0,0,0.0,25,0.028,18.56148,0.0,May,2,5,3,4,Returning_Visitor,0,0,1164.25,464.037,0.09489918149466192,1
8,181.1666667,3,52.0,29,0.035515873,6.310740741,0.4,May,2,2,1,4,Returning_Visitor,0,0,1229.25,183.011481489,0.07799269724484921,1
0,0.0,0,0.0,13,0.038888889,0.0,0.4,May,1,1,3,2,Returning_Visitor,0,0,227.7,0.0,0.7124536941793852,1
3,45.0,0,0.0,10,0.022222222,0.0,0.0,May,1,1,2,5,New_Visitor,0,0,624.3333333,0.0,0.0,0
2,33.0,0,0.0,12,0.014285714,0.0,0.0,May,4,2,9,3,Returning_Visitor,0,0,270.0,0.0,0.0,1
3,54.5,4,472.0,14,0.010526316,0.0,0.6,May,3,2,3,2,New_Visitor,0,0,1205.0,0.0,0.0,0
2,1687.5,0,0.0,29,0.025806452,0.0,0.0,May,2,4,5,3,Returning_Visitor,0,0,4785.533332999999,0.0,0.0,1
0,0.0,0,0.0,6,0.133333333,0.0,1.0,May,1,1,2,4,Returning_Visitor,1,0,81.0,0.0,0.5995503387448173,1
0,0.0,0,0.0,12,0.002597403,0.0,0.0,May,1,1,5,4,Returning_Visitor,0,0,285.1666667,0.0,0.0,1
0,0.0,0,0.0,1,0.075,0.0,0.0,May,1,1,3,2,Returning_Visitor,1,0,340.2,0.0,0.8877052862849534,1
0,0.0,0,0.0,10,0.14,0.0,0.0,May,3,2,2,13,Returning_Visitor,0,0,231.0,0.0,0.8565310492505352,1
7,146.0,2,37.0,28,0.011877551,5.789028571,0.0,May,1,1,9,3,Returning_Visitor,0,0,2237.114286,162.092799988,0.0,1
2,20.0,0,0.0,21,0.022857143,0.0,0.6,May,4,1,1,2,Returning_Visitor,0,0,2028.833333,0.0,0.0,1
0,0.0,0,0.0,19,0.04021164,0.0,1.0,May,1,1,1,6,Returning_Visitor,1,0,1065.9,0.0,0.41344552094630727,1
4,431.0,0,0.0,6,0.025,0.0,0.0,May,1,8,2,11,Returning_Visitor,0,0,1050.0,0.0,0.0,1
0,0.0,0,0.0,21,0.007142857,0.0,0.0,May,2,2,4,4,Returning_Visitor,1,0,584.1333333,0.0,0.0,1
0,0.0,0,0.0,1,0.2,0.0,0.6,May,1,1,7,3,New_Visitor,0,0,0.0,0.0,0.9995002498750625,0
